ID NO, Season Year, Player Name, Season Year
8482,Allen Leavell,0.316,1987
8489,John Lucas,0.365,1987
8491,Kyle Macy,0.304,1987
8496,Pace Mannion,0.333,1987
8500,Wes Matthews,0.333,1987
8510,Mike McGee,0.376,1987
8512,Kevin McKenna,0.419,1987
8513,Forrest McKenzie,0.5,1987
8520,Dirk Minniefield,0.324,1987
8521,Mike Mitchell,0.5,1987
8526,Chris Mullin*,0.302,1987
8539,Charles Oakley,0.367,1987
8546,John Paxson,0.371,1987
8547,Sam Perkins,0.352,1987
8548,Chuck Person,0.355,1987
8560,Mark Price,0.329,1987
8563,Robert Reid,0.327,1987
8564,Jerry Reynolds,0.333,1987
8565,Clint Richardson,0.353,1987
8574,Ron Rowan,1,1987
8582,Detlef Schrempf,0.478,1987
8584,Byron Scott,0.436,1987
8585,Carey Scurry,0.308,1987
8594,Keith Smith,0.333,1987
8599,Terence Stansbury,0.379,1987
8600,Brook Steppe,0.333,1987
8603,Jon Sundvold,0.336,1987
8604,Roy Tarpley,0.333,1987
8613,Mychal Thompson,0.5,1987
8614,Mychal Thompson,1,1987
8619,Sedale Threatt,0.438,1987
8622,Andrew Toney,0.328,1987
8623,Kelly Tripucka,0.365,1987
8624,Trent Tucker,0.422,1987
8629,Terry Tyler,0.333,1987
8631,Kiki Vandeweghe,0.481,1987
8644,Marvin Webster,1,1987
8645,Scott Wedman,0.5,1987
8654,Gerald Wilkins,0.351,1987
8669,Randy Wittman,0.333,1987
8676,Danny Young,0.367,1987
8683,Alvan Adams,0.5,1988
8684,Michael Adams,0.367,1988
8685,Mark Aguirre,0.302,1988
8686,Danny Ainge,0.415,1988
8690,Richard Anderson,0.32,1988
8691,Richard Anderson,0.4,1988
8692,Richard Anderson,0.311,1988
8698,Thurl Bailey,0.333,1988
8700,John Battle,0.39,1988
8705,Larry Bird*,0.414,1988
8706,Otis Birdsong,0.36,1988
8712,Dudley Bradley,0.363,1988
8714,Dudley Bradley,0.366,1988
8722,Tony Campbell,0.333,1988
8723,Rick Carlisle,0.353,1988
8730,Tom Chambers,0.303,1988
8735,Norris Coleman,0.5,1988
8742,Michael Cooper,0.32,1988
8746,Tyrone Corbin,0.333,1988
8750,Terry Cummings,0.333,1988
8752,Dell Curry,0.346,1988
8756,Brad Davis,0.405,1988
8760,Walter Davis,0.375,1988
8764,Johnny Dawkins,0.311,1988
8780,Craig Ehlo,0.344,1988
8781,Dale Ellis,0.413,1988
8784,Mike Evans,0.396,1988
8796,Winston Garland,0.333,1988
8814,Bob Hansen,0.33,1988
8816,Derek Harper,0.313,1988
8821,Scott Hastings,0.417,1988
8823,Gerald Henderson,0.423,1988
8824,Gerald Henderson,0.5,1988
8825,Gerald Henderson,0.421,1988
8829,Conner Henry,0.444,1988
8830,Conner Henry,0.375,1988
8831,Conner Henry,0.333,1988
8832,Conner Henry,0.484,1988
8833,Rod Higgins,0.487,1988
8837,Craig Hodges,0.491,1988
8838,Craig Hodges,0.466,1988
8839,Craig Hodges,0.544,1988
8871,Albert King,0.347,1988
8880,Bill Laimbeer,0.333,1988
8884,Cliff Levingston,0.5,1988
8887,Alton Lister,0.5,1988
8889,John Long,0.442,1988
8890,John Lucas,0.338,1988
8892,Rick Mahorn,0.5,1988
8893,Jeff Malone,0.417,1988
8907,Mike McGee,0.331,1988
8909,Mike McGee,0.34,1988
8911,Kevin McKenna,0.32,1988
8912,Derrick McKey,0.367,1988
8913,Nate McMillan,0.375,1988
8916,Reggie Miller*,0.355,1988
8932,Chris Mullin*,0.351,1988
8937,Larry Nance,0.333,1988
8938,Larry Nance,0.4,1988
8941,Ed Nealy,0.5,1988
8956,Jim Paxson,0.375,1988
8958,John Paxson,0.347,1988
8960,Chuck Person,0.333,1988
8967,Terry Porter,0.348,1988
8969,Harold Pressley,0.327,1988
8970,Mark Price,0.486,1988
8973,Robert Reid,0.382,1988
8975,Jerry Reynolds,0.429,1988
8988,Ralph Sampson*,0.333,1988
8996,Byron Scott,0.346,1988
8997,Carey Scurry,0.375,1988
8998,Carey Scurry,0.375,1988
9002,Jerry Sichting,0.455,1988
9004,Jerry Sichting,0.571,1988
9007,Derek Smith,0.348,1988
9008,Kenny Smith,0.308,1988
9010,Otis Smith,0.317,1988
9012,Otis Smith,0.317,1988
9018,John Stockton*,0.358,1988
9020,Jon Sundvold,0.406,1988
9024,Isiah Thomas*,0.309,1988
9027,LaSalle Thompson,0.4,1988
9040,Andrew Toney,0.333,1988
9041,Sedric Toney,0.357,1988
9042,Kelly Tripucka,0.419,1988
9043,Trent Tucker,0.413,1988
9046,Melvin Turpin,0.333,1988
9048,Darnell Valentine,0.455,1988
9049,Kiki Vandeweghe,0.379,1988
9051,Sam Vincent,0.381,1988
9052,Sam Vincent,0.385,1988
9053,Sam Vincent,0.375,1988
9064,Duane Washington,0.5,1988
9069,Bill Wennington,0.5,1988
9075,Eric White,1,1988
9082,Gerald Wilkins,0.302,1988
9083,Buck Williams,1,1988
9091,Ricky Wilson,0.385,1988
9092,Ricky Wilson,1,1988
9093,Ricky Wilson,0.36,1988
9098,Leon Wood,0.409,1988
9099,Leon Wood,0.398,1988
9100,Leon Wood,0.474,1988
9109,Mark Acres,1,1989
9110,Michael Adams,0.356,1989
9114,Danny Ainge,0.38,1989
9115,Danny Ainge,0.374,1989
9116,Danny Ainge,0.387,1989
9117,Mark Alarie,0.342,1989
9118,Steve Alford,0.364,1989
9120,Steve Alford,0.377,1989
9124,Richard Anderson,0.348,1989
9128,Thurl Bailey,0.4,1989
9132,John Battle,0.324,1989
9134,Ricky Berry,0.406,1989
9135,Walter Berry,0.5,1989
9137,Walter Berry,0.5,1989
9139,Otis Birdsong,0.333,1989
9141,Rolando Blackman,0.353,1989
9145,Sam Bowie,0.714,1989
9150,Scott Brooks,0.359,1989
9164,Tom Chambers,0.326,1989
9166,Rex Chapman,0.314,1989
9172,Lester Conner,0.351,1989
9176,Michael Cooper,0.381,1989
9182,Terry Cummings,0.467,1989
9184,Dell Curry,0.345,1989
9189,Brad Daugherty,0.333,1989
9190,Brad Davis,0.314,1989
9205,Joe Dumars*,0.483,1989
9206,Mike Dunleavy,0.5,1989
9212,Craig Ehlo,0.39,1989
9213,Dale Ellis,0.478,1989
9217,Jim Farmer,0.45,1989
9222,Sleepy Floyd,0.373,1989
9224,Anthony Frederick,0.4,1989
9245,Rickey Green,0.333,1989
9250,Darrell Griffith,0.311,1989
9253,Bob Hansen,0.352,1989
9255,Derek Harper,0.356,1989
9258,Scott Hastings,0.321,1989
9259,Hersey Hawkins,0.428,1989
9260,Gerald Henderson,0.308,1989
9261,Rod Higgins,0.393,1989
9263,Craig Hodges,0.417,1989
9264,Craig Hodges,0.333,1989
9265,Craig Hodges,0.423,1989
9267,Dave Hoppen,0.5,1989
9270,Jeff Hornacek,0.333,1989
9272,Eddie Hughes,0.318,1989
9275,Mark Jackson,0.338,1989
9276,Michael Jackson,0.333,1989
9280,Eddie Johnson,0.413,1989
9283,Magic Johnson*,0.314,1989
9292,Charles Jones,0.333,1989
9299,Steve Kerr,0.471,1989
9312,Larry Krystkowiak,0.333,1989
9313,Bill Laimbeer,0.349,1989
9314,Jeff Lamp,0.5,1989
9321,Fat Lever,0.348,1989
9323,Ralph Lewis,0.333,1989
9331,John Long,0.4,1989
9332,John Long,0.4,1989
9337,Dan Majerle,0.329,1989
9339,Karl Malone*,0.313,1989
9348,Xavier McDaniel,0.306,1989
9350,Mike McGee,0.365,1989
9352,Derrick McKey,0.337,1989
9355,Reggie Miller*,0.402,1989
9360,Sidney Moncrief,0.342,1989
9361,Chris Morris,0.366,1989
9373,Craig Neal,0.32,1989
9378,Johnny Newman,0.338,1989
9386,John Paxson,0.331,1989
9390,Chuck Person,0.307,1989
9401,Terry Porter,0.361,1989
9406,Harold Pressley,0.403,1989
9407,Mark Price,0.441,1989
9410,Robert Reid,0.327,1989
9412,Mitch Richmond*,0.367,1989
9415,Doc Rivers,0.347,1989
9428,Brian Rowsom,1,1989
9430,Ralph Sampson*,0.375,1989
9432,Danny Schayes,0.333,1989
9433,Russ Schoene,0.382,1989
9437,Byron Scott,0.399,1989
9439,Brad Sellers,0.5,1989
9445,Jack Sikma,0.38,1989
9452,Kenny Smith,0.359,1989
9458,John Starks,0.385,1989
9460,Brook Steppe,0.556,1989
9462,Rod Strickland,0.322,1989
9467,Jon Sundvold,0.522,1989
9479,Bob Thornton,0.333,1989
9481,Sedale Threatt,0.367,1989
9488,Kelly Tripucka,0.357,1989
9489,Trent Tucker,0.399,1989
9497,Kiki Vandeweghe,0.396,1989
9498,Kiki Vandeweghe,0.421,1989
9500,Jay Vincent,0.333,1989
9501,Jay Vincent,0.5,1989
9536,David Wingate,0.333,1989
9537,Randy Wittman,0.5,1989
9538,Randy Wittman,0.5,1989
9539,Randy Wittman,0.5,1989
9542,Mike Woodson,0.348,1989
9545,Danny Young,0.34,1989
9547,Mark Acres,0.75,1990
9548,Michael Adams,0.366,1990
9549,Mark Aguirre,0.333,1990
9550,Danny Ainge,0.374,1990
9552,Steve Alford,0.318,1990
9556,Richard Anderson,0.37,1990
9560,B.J. Armstrong,0.5,1990
9565,Dana Barros,0.399,1990
9571,Larry Bird*,0.333,1990
9575,Rolando Blackman,0.302,1990
9580,Sam Bowie,0.323,1990
9581,Adrian Branch,1,1990
9586,Scott Brooks,0.392,1990
9588,Mike Brown,0.5,1990
9609,Rex Chapman,0.331,1990
9612,Maurice Cheeks,0.429,1990
9613,Derrick Chievous,0.333,1990
9614,Derrick Chievous,0.375,1990
9619,Michael Cooper,0.318,1990
9625,Terry Cummings,0.322,1990
9626,Dell Curry,0.354,1990
9630,Brad Davis,0.337,1990
9634,Johnny Dawkins,0.333,1990
9635,Vinny Del,0.313,1990
9642,Larry Drew,0.395,1990
9648,Joe Dumars*,0.4,1990
9651,Ledell Eackles,0.322,1990
9657,Craig Ehlo,0.419,1990
9659,Dale Ellis,0.375,1990
9661,Alex English*,0.4,1990
9665,Vern Fleming,0.353,1990
9666,Sleepy Floyd,0.38,1990
9668,Corey Gaines,0.5,1990
9670,Winston Garland,0.333,1990
9672,Winston Garland,0.423,1990
9674,Kenny Gattison,1,1990
9690,Sidney Green,0.333,1990
9692,Darrell Griffith,0.372,1990
9698,Bob Hansen,0.351,1990
9701,Derek Harper,0.371,1990
9707,Hersey Hawkins,0.42,1990
9708,Gerald Henderson,0.447,1990
9709,Gerald Henderson,0.429,1990
9710,Gerald Henderson,0.452,1990
9714,Rod Higgins,0.347,1990
9716,Craig Hodges,0.481,1990
9719,Dennis Hopson,0.317,1990
9721,Jeff Hornacek,0.408,1990
9723,Eddie Hughes,0.408,1990
9725,Byron Irvin,0.357,1990
9728,Michael Jackson,0.5,1990
9732,Eddie Johnson,0.38,1990
9735,Magic Johnson*,0.384,1990
9736,Marques Johnson,0.667,1990
9742,Nate Johnston,1,1990
9744,Anthony Jones,0.308,1990
9747,Michael Jordan*,0.376,1990
9750,Steve Kerr,0.507,1990
9752,Randolph Keys,0.326,1990
9754,Randolph Keys,0.364,1990
9758,Greg Kite,1,1990
9763,Bill Laimbeer,0.361,1990
9774,Fat Lever,0.414,1990
9785,Brad Lohaus,0.343,1990
9787,Brad Lohaus,0.38,1990
9789,John Long,0.345,1990
9795,Karl Malone*,0.372,1990
9808,George McCloud,0.325,1990
9812,Mike McGee,0.348,1990
9813,Kevin McHale*,0.333,1990
9816,Nate McMillan,0.355,1990
9819,Reggie Miller*,0.414,1990
9823,Chris Morris,0.316,1990
9826,Chris Mullin*,0.372,1990
9827,Tod Murphy,0.372,1990
9831,Larry Nance,1,1990
9835,Johnny Newman,0.317,1990
9838,Ken Norman,0.438,1990
9844,Jose Ortiz,0.5,1990
9848,John Paxson,0.359,1990
9849,Kenny Payne,0.4,1990
9852,Tim Perry,1,1990
9853,Chuck Person,0.372,1990
9855,Drazen Petrovic*,0.459,1990
9856,Ricky Pierce,0.346,1990
9859,Olden Polynice,0.5,1990
9860,Terry Porter,0.374,1990
9862,Harold Pressley,0.311,1990
9863,Mark Price,0.406,1990
9870,Robert Reid,0.313,1990
9871,Robert Reid,0.333,1990
9872,Robert Reid,0.31,1990
9876,Mitch Richmond*,0.358,1990
9878,Doc Rivers,0.364,1990
9886,Scott Roth,0.346,1990
9888,Brian Rowsom,0.5,1990
9894,Mike Sanders,0.357,1990
9896,Detlef Schrempf,0.354,1990
9897,Byron Scott,0.423,1990
9909,Jack Sikma,0.342,1990
9910,Scott Skiles,0.394,1990
9913,Derek Smith,0.444,1990
9914,Kenny Smith,0.313,1990
9915,Kenny Smith,0.373,1990
9923,John Stockton*,0.416,1990
9928,Jon Sundvold,0.44,1990
9934,Isiah Thomas*,0.309,1990
9935,Billy Thompson,0.5,1990
9938,Bob Thornton,0.333,1990
9943,Sedric Toney,0.365,1990
9944,Sedric Toney,0.538,1990
9945,Sedric Toney,0.32,1990
9946,Kelly Tripucka,0.365,1990
9947,Trent Tucker,0.388,1990
9955,Kelvin Upshaw,0.4,1990
9958,Kiki Vandeweghe,0.526,1990
9959,Jay Vincent,0.5,1990
9960,Jay Vincent,1,1990
9964,Alexander Volkov,0.382,1990
9967,Kenny Walker,0.4,1990
9977,Morlon Wiley,0.37,1990
9978,Dominique Wilkins*,0.322,1990
9980,Gerald Wilkins,0.312,1990
9997,Randy Wittman,0.5,1990
10003,James Worthy*,0.306,1990
10005,Michael Young,0.308,1990
10009,Mark Acres,0.333,1991
10011,Mark Aguirre,0.308,1991
10012,Danny Ainge,0.406,1991
10014,Steve Alford,0.304,1991
10023,B.J. Armstrong,0.5,1991
10031,Dana Barros,0.395,1991
10036,William Bedford,0.385,1991
10041,Larry Bird*,0.389,1991
10042,Rolando Blackman,0.351,1991
10051,Scott Brooks,0.333,1991
10056,Tony Brown,1,1991
10075,Rex Chapman,0.324,1991
10079,Derrick Coleman,0.342,1991
10081,Steve Colter,0.357,1991
10092,Dell Curry,0.372,1991
10094,Adrian Dantley*,0.333,1991
10097,Terry Davis,0.5,1991
10098,Walter Davis,0.306,1991
10099,Walter Davis,0.303,1991
10100,Walter Davis,0.333,1991
10102,Tony Dawson,1,1991
10106,Vlade Divac,0.357,1991
10110,Larry Drew,0.424,1991
10111,Clyde Drexler*,0.319,1991
10114,Joe Dumars*,0.311,1991
10119,James Edwards,0.5,1991
10121,Craig Ehlo,0.329,1991
10122,Mario Elie,0.4,1991
10123,Mario Elie,0.5,1991
10124,Mario Elie,0.375,1991
10125,Sean Elliott,0.313,1991
10126,Dale Ellis,0.363,1991
10127,Dale Ellis,0.303,1991
10128,Dale Ellis,0.441,1991
10137,Duane Ferrell,0.667,1991
10159,Jim Grandholm,0.529,1991
10161,Greg Grant,0.333,1991
10170,Darrell Griffith,0.348,1991
10175,Tim Hardaway,0.385,1991
10176,Derek Harper,0.362,1991
10177,Ron Harper,0.324,1991
10179,Scott Hastings,0.75,1991
10180,Hersey Hawkins,0.4,1991
10181,Gerald Henderson,0.333,1991
10182,Steve Henson,0.333,1991
10184,Rod Higgins,0.332,1991
10188,Craig Hodges,0.383,1991
10193,Jeff Hornacek,0.418,1991
10194,Jay Humphries,0.373,1991
10198,Henry James,0.4,1991
10204,Eddie Johnson,0.325,1991
10206,Eddie Johnson,0.333,1991
10208,Magic Johnson*,0.32,1991
10210,Vinnie Johnson,0.324,1991
10212,Michael Jordan*,0.312,1991
10214,Steve Kerr,0.452,1991
10215,Jerome Kersey,0.308,1991
10236,Jim Les,0.461,1991
10247,John Long,0.333,1991
10249,Dan Majerle,0.349,1991
10255,Jeff Martin,0.307,1991
10258,Vernon Maxwell,0.337,1991
10259,Travis Mays,0.365,1991
10260,George McCloud,0.347,1991
10262,Rodney McCray,0.333,1991
10266,Kevin McHale*,0.405,1991
10268,Nate McMillan,0.354,1991
10270,Scott Meents,1,1991
10271,Reggie Miller*,0.348,1991
10276,Paul Mokeski,0.333,1991
10277,Sidney Moncrief,0.328,1991
10279,John Morton,0.333,1991
10280,Chris Mullin*,0.301,1991
10286,Craig Neal,0.333,1991
10287,Ed Nealy,0.313,1991
10288,Johnny Newman,0.357,1991
10299,John Paxson,0.438,1991
10305,Chuck Person,0.34,1991
10307,Drazen Petrovic*,0.354,1991
10309,Drazen Petrovic*,0.373,1991
10310,Ricky Pierce,0.397,1991
10311,Ricky Pierce,0.398,1991
10312,Ricky Pierce,0.391,1991
10314,Scottie Pippen*,0.309,1991
10319,Terry Porter,0.415,1991
10321,Mark Price,0.34,1991
10323,Brian Quinnett,0.349,1991
10325,Blair Rasmussen,0.4,1991
10329,Glen Rice,0.386,1991
10330,Pooh Richardson,0.328,1991
10331,Mitch Richmond*,0.348,1991
10332,Doc Rivers,0.336,1991
10334,Alvin Robertson,0.365,1991
10335,Clifford Robinson,0.316,1991
10351,Detlef Schrempf,0.375,1991
10352,Byron Scott,0.324,1991
10353,Dennis Scott,0.374,1991
10354,Rony Seikaly,0.333,1991
10357,Jack Sikma,0.341,1991
10359,Scott Skiles,0.408,1991
10364,Kenny Smith,0.363,1991
10373,Rory Sparrow,0.397,1991
10377,John Stockton*,0.345,1991
10378,Rod Strickland,0.333,1991
10379,Jon Sundvold,0.429,1991
10382,Reggie Theus,0.361,1991
10390,Otis Thorpe,0.429,1991
10393,Tom Tolbert,0.333,1991
10394,Andy Toolson,0.375,1991
10395,Kelly Tripucka,0.333,1991
10396,Trent Tucker,0.418,1991
10397,Andre Turner,0.364,1991
10398,Jeff Turner,0.4,1991
10401,Kiki Vandeweghe,0.362,1991
10405,Milt Wagner,0.353,1991
10408,Spud Webb,0.321,1991
10413,Morlon Wiley,0.5,1991
10414,Dominique Wilkins*,0.341,1991
10420,Jayson Williams,0.5,1991
10424,Reggie Williams,0.363,1991
10425,Reggie Williams,0.538,1991
10426,Reggie Williams,0.328,1991
10427,Scott Williams,0.5,1991
10428,Kevin Willis,0.4,1991
10430,Kennard Winchester,0.4,1991
10434,David Wood,0.311,1991
10435,Leon Wood,0.316,1991
10447,Danny Young,0.346,1991
10450,Mahmoud Abdul-Rauf,0.33,1992
10451,Mark Acres,0.333,1992
10452,Michael Adams,0.324,1992
10455,Danny Ainge,0.339,1992
10459,Nick Anderson,0.353,1992
10460,Ron Anderson,0.331,1992
10466,B.J. Armstrong,0.402,1992
10468,Keith Askins,0.342,1992
10478,Dana Barros,0.446,1992
10489,Larry Bird*,0.406,1992
10490,Rolando Blackman,0.385,1992
10491,Lance Blanks,0.375,1992
10496,Anthony Bowie,0.386,1992
10497,Sam Bowie,0.32,1992
10500,Frank Brickowski,0.5,1992
10502,Scott Brooks,0.356,1992
10508,Myron Brown,0.333,1992
10510,Tony Brown,0.302,1992
10511,Tony Brown,0.318,1992
10518,Matt Bullard,0.386,1992
10519,Willie Burton,0.4,1992
10524,Tony Campbell,0.351,1992
10530,Tom Chambers,0.367,1992
10534,Maurice Cheeks,0.5,1992
10535,Pete Chilcutt,1,1992
10536,Derrick Coleman,0.303,1992
10548,Corey Crowder,0.433,1992
10549,Terry Cummings,0.385,1992
10550,Dell Curry,0.404,1992
10556,Walter Davis,0.313,1992
10557,Johnny Dawkins,0.356,1992
10566,Greg Dreiling,1,1992
10567,Clyde Drexler*,0.337,1992
10570,Joe Dumars*,0.408,1992
10574,Blue Edwards,0.379,1992
10577,Craig Ehlo,0.413,1992
10578,Mario Elie,0.329,1992
10579,Sean Elliott,0.305,1992
10580,Dale Ellis,0.419,1992
10582,Pervis Ellison,0.333,1992
10586,Duane Ferrell,0.333,1992
10587,Danny Ferry,0.354,1992
10589,Sleepy Floyd,0.301,1992
10591,Rick Fox,0.329,1992
10595,Winston Garland,0.321,1992
10598,Tom Garrick,0.5,1992
10606,Mike Gminski,0.333,1992
10608,Paul Graham,0.39,1992
10611,Greg Grant,0.389,1992
10613,Greg Grant,0.389,1992
10626,Tim Hardaway,0.338,1992
10627,Derek Harper,0.312,1992
10628,Ron Harper,0.303,1992
10630,Hersey Hawkins,0.397,1992
10631,Gerald Henderson,0.375,1992
10633,Gerald Henderson,0.6,1992
10634,Steve Henson,0.479,1992
10636,Rod Higgins,0.347,1992
10642,Craig Hodges,0.375,1992
10647,Jeff Hornacek,0.439,1992
10648,Brian Howard,0.5,1992
10651,Mike Iuzzolino,0.434,1992
10655,Henry James,0.322,1992
10664,Vinnie Johnson,0.317,1992
10668,Steve Kerr,0.432,1992
10671,Bo Kimble,0.308,1992
10674,Stacey King,0.4,1992
10676,Joe Kleine,0.5,1992
10677,Negele Knight,0.308,1992
10681,Bill Laimbeer,0.376,1992
10690,Jim Les,0.344,1992
10691,Fat Lever,0.327,1992
10694,Marcus Liberty,0.34,1992
10697,Brad Lohaus,0.396,1992
10700,Kevin Lynch,0.375,1992
10702,Dan Majerle,0.382,1992
10705,Moses Malone*,0.375,1992
10714,Vernon Maxwell,0.342,1992
10715,Tharon Mayes,0.366,1992
10716,Tharon Mayes,0.359,1992
10717,Tharon Mayes,0.5,1992
10718,Travis Mays,0.5,1992
10720,George McCloud,0.34,1992
10723,Xavier McDaniel,0.308,1992
10725,Derrick McKey,0.38,1992
10728,Reggie Miller*,0.378,1992
10729,Terry Mills,0.348,1992
10732,Tracy Moore,0.357,1992
10737,Chris Mullin*,0.366,1992
10739,Tod Murphy,0.5,1992
10743,Ed Nealy,0.4,1992
10757,Kenny Payne,0.417,1992
10759,Will Perdue,0.5,1992
10764,Tim Perry,0.375,1992
10765,Chuck Person,0.373,1992
10767,Drazen Petrovic*,0.444,1992
10774,Terry Porter,0.395,1992
10776,Mark Price,0.387,1992
10778,Brian Quinnett,0.317,1992
10779,Brian Quinnett,0.385,1992
10788,Glen Rice,0.391,1992
10789,Pooh Richardson,0.342,1992
10790,Mitch Richmond*,0.384,1992
10793,Fred Roberts,0.514,1992
10795,Alvin Robertson,0.319,1992
10800,Rumeal Robinson,0.327,1992
10801,Dennis Rodman*,0.317,1992
10809,Mike Sanders,0.333,1992
10811,Mike Sanders,0.333,1992
10817,Detlef Schrempf,0.324,1992
10818,Byron Scott,0.344,1992
10819,Dennis Scott,0.326,1992
10825,Brian Shaw,0.313,1992
10827,Scott Skiles,0.364,1992
10830,Kenny Smith,0.394,1992
10833,Otis Smith,0.381,1992
10834,Steve Smith,0.32,1992
10839,Rory Sparrow,0.5,1992
10842,John Starks,0.348,1992
10844,John Stockton*,0.407,1992
10845,Rod Strickland,0.333,1992
10848,Jon Sundvold,1,1992
10851,Carl Thomas,0.5,1992
10861,Sedale Threatt,0.323,1992
10864,Trent Tucker,0.396,1992
10868,Kiki Vandeweghe,0.394,1992
10869,Loy Vaught,0.8,1992
10872,Alexander Volkov,0.318,1992
10875,Spud Webb,0.367,1992
10881,Morlon Wiley,0.333,1992
10884,Morlon Wiley,0.368,1992
10886,Gerald Wilkins,0.352,1992
10893,Reggie Williams,0.359,1992
10896,Kennard Winchester,0.5,1992
10898,Kennard Winchester,0.5,1992
10904,Danny Young,0.329,1992
10906,Danny Young,0.333,1992
10911,Mahmoud Abdul-Rauf,0.355,1993
10912,Mark Acres,0.5,1993
10913,Mark Acres,0.5,1993
10915,Michael Adams,0.321,1993
10917,Mark Aguirre,0.361,1993
10918,Danny Ainge,0.403,1993
10919,Victor Alexander,0.455,1993
10922,Nick Anderson,0.353,1993
10923,Ron Anderson,0.325,1993
10926,B.J. Armstrong,0.453,1993
10927,Vincent Askew,0.333,1993
10929,Vincent Askew,0.333,1993
10930,Keith Askins,0.338,1993
10937,Charles Barkley*,0.305,1993
10938,Dana Barros,0.379,1993
10939,Jon Barry,0.333,1993
10942,William Bedford,1,1993
10946,Tony Bennett,0.325,1993
10947,David Benoit,0.347,1993
10948,Rolando Blackman,0.425,1993
10952,Mookie Blaylock,0.375,1993
10954,Manute Bol,0.313,1993
10957,Anthony Bowie,0.313,1993
10958,Sam Bowie,0.333,1993
10959,Terrell Brandon,0.31,1993
10961,Frank Brickowski,0.308,1993
10963,Scott Brooks,0.414,1993
10965,Dee Brown,0.317,1993
10967,Randy Brown,0.333,1993
10969,Jud Buechler,0.339,1993
10970,Matt Bullard,0.374,1993
10971,Willie Burton,0.333,1993
10972,Steve Burtt,0.333,1993
10976,Tony Campbell,0.4,1993
10982,Tom Chambers,0.393,1993
10983,Rex Chapman,0.371,1993
10988,Bimbo Coles,0.307,1993
11002,Dell Curry,0.401,1993
11003,Lloyd Daniels,0.333,1993
11004,Brad Daugherty,0.5,1993
11006,Hubert Davis,0.316,1993
11008,Johnny Dawkins,0.31,1993
11019,Joe Dumars*,0.375,1993
11020,Richard Dumas,0.333,1993
11023,Blue Edwards,0.349,1993
11026,Craig Ehlo,0.381,1993
11027,Mario Elie,0.349,1993
11028,Sean Elliott,0.356,1993
11029,Dale Ellis,0.401,1993
11035,Danny Ferry,0.415,1993
11042,Kevin Gamble,0.374,1993
11043,Winston Garland,0.462,1993
11060,A.C. Green,0.348,1993
11071,Tim Hardaway,0.33,1993
11072,Derek Harper,0.393,1993
11075,Hersey Hawkins,0.397,1993
11076,Steve Henson,0.463,1993
11078,Rod Higgins,0.323,1993
11079,Sean Higgins,0.351,1993
11083,Jeff Hornacek,0.39,1993
11089,Byron Irvin,1,1993
11090,Mike Iuzzolino,0.375,1993
11091,Jaren Jackson,0.4,1993
11097,Keith Jennings,0.556,1993
11101,Eddie Johnson,0.304,1993
11106,Michael Jordan*,0.352,1993
11115,Alec Kessler,0.455,1993
11117,Stan Kimbrough,0.5,1993
11120,Stacey King,0.333,1993
11125,Jon Koncak,0.375,1993
11128,Bill Laimbeer,0.37,1993
11131,Doug Lee,0.333,1993
11132,Tim Legler,0.338,1993
11134,Tim Legler,0.338,1993
11135,Jim Les,0.429,1993
11137,Marcus Liberty,0.373,1993
11138,Todd Lichti,0.333,1993
11140,Brad Lohaus,0.37,1993
11145,Don MacLean,0.5,1993
11147,Rick Mahorn,0.333,1993
11148,Dan Majerle,0.381,1993
11149,Jeff Malone,0.333,1993
11156,Vernon Maxwell,0.332,1993
11157,Lee Mayberry,0.391,1993
11158,Travis Mays,0.345,1993
11160,George McCloud,0.32,1993
11161,Rodney McCray,0.4,1993
11164,Derrick McKey,0.357,1993
11165,Nate McMillan,0.385,1993
11167,Reggie Miller*,0.399,1993
11169,Harold Miner,0.333,1993
11171,Tracy Moore,0.343,1993
11175,Chris Mullin*,0.451,1993
11182,Ed Nealy,0.318,1993
11196,Matt Othick,0.5,1993
11203,John Paxson,0.463,1993
11206,Anthony Peeler,0.39,1993
11208,Sam Perkins,0.338,1993
11210,Sam Perkins,0.452,1993
11212,Chuck Person,0.355,1993
11213,Drazen Petrovic*,0.449,1993
11214,Bobby Phills,0.4,1993
11215,Ricky Pierce,0.372,1993
11220,Terry Porter,0.414,1993
11223,Mark Price,0.416,1993
11231,Blair Rasmussen,0.333,1993
11235,Glen Rice,0.383,1993
11237,Mitch Richmond*,0.369,1993
11238,Doc Rivers,0.317,1993
11239,Fred Roberts,0.414,1993
11241,Alvin Robertson,0.328,1993
11242,Alvin Robertson,0.309,1993
11243,Alvin Robertson,0.343,1993
11247,Rumeal Robinson,0.357,1993
11261,Byron Scott,0.326,1993
11262,Dennis Scott,0.403,1993
11267,Brian Shaw,0.331,1993
11269,Scott Skiles,0.34,1993
11273,Kenny Smith,0.438,1993
11274,LaBradford Smith,0.348,1993
11277,Steve Smith,0.402,1993
11285,Latrell Sprewell,0.369,1993
11286,John Starks,0.321,1993
11295,John Stockton*,0.385,1993
11297,Derek Strong,0.5,1993
11300,Isiah Thomas*,0.308,1993
11305,Tom Tolbert,0.321,1993
11306,Trent Tucker,0.397,1993
11307,Jeff Turner,0.588,1993
11308,Kiki Vandeweghe,0.324,1993
11310,Gundars Vetra,1,1993
11322,Morlon Wiley,0.351,1993
11324,Morlon Wiley,0.379,1993
